Customer_No,Age_Group,Tenure,DEP_IND,CC_IND,MTG_IND,LOC_IND,DEP_PROF,CC_PROF,MTG_PROF,LOC_PROF,AREA,MOBILE_ACTIVE,PAYROLL_DEPOSIT,CSAT,CX_QUALITY,CUST_ENGAGEMENT,CUST_AFFLUENCE,SEGMENT,CLV_DEPOSITS,CLV_CREDITCARD,CLV_MORTGAGE,CLV_LOC,ACQ_SCORE,EMAILABLE,MAILABLE,MILLENNIAL
5034,31-50,21-30 years,1,1,1,1,-233,11,-1136,338.2,TORONTO,1,1,,781-820,3,4,Platinum,"2,455.84",444.645,21554.055,695.235,0.18,1,0,0
5035,31-50,21-30 years,1,1,0,0,360,-52,0,0,TORONTO,1,0,,781-820,3,4,Platinum,487.32,1016.64,0,0,0.16,1,0,1
5036,30 or under,11-20 years,1,1,1,1,131,-9,3560,2259.1,TORONTO,1,1,,701-740,3,4,Platinum,"3,128.47",2411.16,11768.085,2498.98,0.18,1,1,1
5037,31-50,10 years or under,1,0,1,1,-83,0,1872,-5.7,TORONTO,1,0,,561-660,2,2,Gold,86.3,0,42915.26,603.695,0.17,1,1,0
5038,51 or higher,21-30 years,1,1,1,1,-236,144,-1199,532,BEACHES,1,1,83,861 or higher,3,4,Platinum,"2,404.92",292.325,7745.305,-112.34,0.19,1,0,0
5039,31-50,21-30 years,1,0,1,1,1343,0,-190,-318.25,TORONTO,1,1,0,821-860,3,4,Platinum,"2,020.55",0,58173.905,-127.2,0.14,1,0,0
5040,31-50,21-30 years,1,1,0,0,-83,1462,0,0,SCARBOROUGH,1,1,,741-780,2,3,Gold,"2,331.88",3260.4,0,0,0.18,1,1,0
5041,31-50,21-30 years,1,1,1,1,-378,1445,2340,682.1,TORONTO,1,1,,561-660,3,3,Gold,"2,478.89",3848.95,44623.64,-112.34,0.2,1,1,0
5042,51 or higher,21-30 years,1,1,1,1,-155,1427,894,6346,BEACHES,1,1,100,701-740,3,4,Gold,"2,725.75",517.445,3986.55,3199.08,0.17,1,1,0
5043,31-50,21-30 years,1,1,1,1,-51,289,409,-466.45,TORONTO,1,0,,781-820,3,3,Platinum,989.99,7301.01,27303.105,-12.54,0.19,1,1,1
5044,31-50,21-30 years,1,1,1,1,-190,854,-4823,162.45,TORONTO,1,1,,821-860,3,4,Platinum,409.76,5889.7,45467.965,-227.425,0.19,1,0,1
5045,30 or under,10 years or under,1,1,1,1,-179,-117,-1114,3425.7,ETOBICOKE,1,1,,861 or higher,3,4,Platinum,"2,867.74",1082.51,6493.485,11255.805,0.15,1,0,1
5046,30 or under,10 years or under,1,1,1,1,79,1237,203,2173.6,ETOBICOKE,1,0,67,661-700,2,4,Gold,819.29,3031.145,32827.425,-112.34,0.18,1,1,1
5047,51 or higher,21-30 years,1,0,0,1,503,0,0,4059.35,SCARBOROUGH,1,1,100,701-740,3,4,Silver,"2,974.86",0,0,-224.68,0.19,1,0,0
5048,51 or higher,21-30 years,1,1,0,1,22,805,0,3730.65,TORONTO,1,1,67,701-740,3,3,Silver,"1,956.73",190.235,0,-112.34,0.17,1,1,0
5049,51 or higher,21-30 years,0,0,1,1,0,0,1182,14546.4,ETOBICOKE,1,0,,821-860,2,4,Platinum,0,0,65126.025,9720.22,0.13,1,1,0
5050,30 or under,11-20 years,1,1,1,1,27,862,546,1505.75,TORONTO,1,0,50,781-820,4,4,Platinum,"3,150.21",5041.73,22970.195,1760.325,0.18,1,0,1
5051,31-50,21-30 years,1,0,1,1,-175,0,809,-568.1,TORONTO,1,1,-33,781-820,2,3,Platinum,723.97,0,12706.755,6.16,0.14,1,0,0
5052,51 or higher,21-30 years,1,1,1,1,749,-123,0,1026,NORTH YORK,1,1,,861 or higher,3,4,Platinum,"3,378.05",-1.215,3293.835,11018.895,0.15,1,1,0
5053,30 or under,21-30 years,1,1,0,1,-234,883,0,1439.25,TORONTO,1,0,,661-700,3,3,Silver,"2,060.76",1.735,0,-112.34,0.19,1,0,1
5054,51 or higher,21-30 years,1,0,0,1,-132,0,0,2051.05,BEACHES,0,1,,661-700,2,4,Bronze,"3,563.96",0,0,4320.8,0.18,0,1,0
5055,30 or under,10 years or under,1,1,1,1,-102,-18,-3031,292.6,TORONTO,1,1,,821-860,3,4,Platinum,"2,796.00",1020.665,8371.6,1127.84,0.18,1,1,1
5056,51 or higher,21-30 years,1,1,0,1,334,-105,0,-209.95,OAKVILLE,1,0,,821-860,2,3,Platinum,"2,436.97",1234.225,0,-224.68,0.16,1,1,0
5057,51 or higher,21-30 years,1,1,0,1,-51,492,0,-164.35,TORONTO,0,0,,821-860,2,2,Gold,0,887.76,0,-112.34,0.15,0,1,0
5058,30 or under,10 years or under,1,1,1,1,14,266,1005,372.4,TORONTO,1,1,100,781-820,3,4,Platinum,"3,395.67",3753.375,34761.4,561.89,0.17,1,0,1
5059,31-50,21-30 years,1,1,0,1,-10,165,0,1461.1,TORONTO,1,1,0,861 or higher,3,4,Platinum,"3,039.54",7519.355,0,-112.34,0.16,1,0,0
5060,31-50,21-30 years,1,1,0,1,61,1152,0,1169.45,TORONTO,1,0,33,741-780,3,3,Gold,"3,360.35",4684.33,0,-224.68,0.19,1,1,1
5061,30 or under,11-20 years,1,1,1,1,428,12411,134,3535.9,TORONTO,0,1,,821-860,2,4,Platinum,"3,956.92",5017.555,25595.61,3554.555,0.17,0,0,1
5062,31-50,21-30 years,1,1,1,1,3,1,-895,1794.55,TORONTO,1,1,100,741-780,3,4,Platinum,"3,154.24",27.29,54741.515,287.945,0.22,1,1,1
5063,51 or higher,21-30 years,1,1,1,1,-158,48,182,-308.75,SCARBOROUGH,0,0,-40,821-860,3,4,Platinum,"3,608.89",122.425,10581.23,-114.02,0.19,0,1,0
5064,31-50,21-30 years,1,0,1,0,184,0,-2860,0,TORONTO,1,0,100,661-700,3,4,Gold,"3,117.82",8197.09,25367.69,0,0.19,1,0,0
5065,30 or under,10 years or under,1,1,1,1,99,155,2044,120.65,TORONTO,1,1,,821-860,3,4,Platinum,"2,806.92",1398.395,12509.83,694.37,0.16,1,1,1
5066,31-50,21-30 years,1,1,1,0,31,29,1113,0,BEACHES,1,1,50,701-740,3,4,Platinum,"5,286.82",994.04,11051.755,0,0.17,1,1,0
5067,30 or under,10 years or under,1,1,1,1,-56,878,-2124,591.85,TORONTO,1,1,50,701-740,3,3,Gold,"3,842.30",3655.475,9111.69,-112.34,0.18,1,0,1
5068,51 or higher,30 years or higher,1,0,0,0,5633,0,0,0,SCARBOROUGH,0,0,,781-820,2,2,Bronze,775.44,0,0,0,0.13,0,1,0
5069,30 or under,10 years or under,1,1,1,1,35,-25,-1112,263.15,TORONTO,1,1,,821-860,3,4,Platinum,"2,728.89",349.555,30428.335,-224.68,0.16,1,0,1
5070,31-50,21-30 years,1,1,1,1,-212,-116,-347,1180.85,SCARBOROUGH,1,1,,821-860,3,4,Platinum,"3,363.93",1909.585,8263.055,128.945,0.21,1,0,1
5071,31-50,30 years or higher,1,0,0,1,4488,0,0,-104.5,TORONTO,1,1,,821-860,3,4,Platinum,"5,825.99",197.695,0,-112.34,0.18,1,1,1
5072,30 or under,11-20 years,1,1,1,1,-271,8,2568,674.5,ETOBICOKE,1,0,100,821-860,3,4,Platinum,15.68,2089.64,9880.98,1821.77,0.16,1,0,1
5073,51 or higher,30 years or higher,1,0,1,1,-276,0,835,579.5,TORONTO,1,0,100,741-780,3,4,Platinum,298.72,0,31580.435,631.765,0.15,1,1,0
5074,51 or higher,21-30 years,1,1,0,1,105,-312,0,3452.3,TORONTO,0,0,,861 or higher,2,4,Platinum,"2,578.16",261.195,0,3117.915,0.15,0,1,0
5075,30 or under,10 years or under,1,1,1,1,148,60,-1005,4428.9,TORONTO,1,0,,741-780,2,4,Platinum,"2,404.03",348.555,17146.345,4571.335,0.17,1,1,1
5076,30 or under,10 years or under,0,0,1,1,0,0,-124,1208.4,ETOBICOKE,1,0,,821-860,2,4,Platinum,0,268.7,37794.565,-112.34,0.13,1,1,1
5077,51 or higher,21-30 years,1,1,0,1,-5,148,0,-104.5,TORONTO,1,1,67,861 or higher,3,4,Platinum,"5,821.44",638.935,0,-112.34,0.19,1,1,0
5078,51 or higher,21-30 years,1,1,1,1,-164,1055,-889,815.1,TORONTO,1,1,,861 or higher,3,4,Platinum,"1,466.19",8197.09,3368,2445.775,0.17,1,1,0
5079,51 or higher,21-30 years,1,0,1,1,-127,0,366,-314.45,BEACHES,1,0,,821-860,2,4,Platinum,63.48,0,8741.815,-113.945,0.14,1,1,0
5080,31-50,21-30 years,1,1,1,1,580,166,-523,-292.6,SCARBOROUGH,1,1,,821-860,3,4,Platinum,"3,482.62",2133.995,747.17,-118.295,0.16,1,1,1
5081,51 or higher,30 years or higher,1,0,0,0,952,0,0,0,TORONTO,0,0,,781-820,2,4,Bronze,581.88,0,0,0,0.12,0,0,0
5082,51 or higher,30 years or higher,1,1,0,0,21515,200,0,0,BEACHES,1,0,,741-780,2,4,Gold,"1,831.78",88.405,0,0,0.18,1,1,0
5083,31-50,21-30 years,1,1,1,1,-123,1167,4833,705.85,ETOBICOKE,1,1,,781-820,3,3,Platinum,"3,094.87",2635.09,56112.6,-112.34,0.16,1,0,0
5084,51 or higher,21-30 years,1,1,0,1,160,2667,0,4050.8,TORONTO,1,0,,561-660,2,4,Gold,"2,043.70",3592.56,0,4235.01,0.18,1,1,0
5085,31-50,30 years or higher,1,1,1,1,102,94,284,2610.6,TORONTO,1,1,,701-740,3,4,Gold,"4,703.92",683.92,14966.39,-224.68,0.2,1,1,1
5086,31-50,30 years or higher,1,1,0,1,-136,159,0,565.25,TORONTO,1,1,,701-740,3,4,Gold,"2,403.42",1730.67,0,-112.34,0.21,1,0,1
5087,51 or higher,21-30 years,1,0,0,0,13176,0,0,0,TORONTO,0,0,100,821-860,2,4,Platinum,"2,092.53",0,0,0,0.13,0,0,0
5088,51 or higher,21-30 years,1,1,0,1,-523,-114,0,1280.6,ETOBICOKE,1,0,100,861 or higher,3,4,Platinum,"2,964.20",141.03,0,-224.68,0.18,1,1,0
5089,30 or under,21-30 years,1,1,1,0,-249,760,282,0,TORONTO,1,1,100,781-820,3,4,Platinum,"1,737.38",1409.05,12269.2,0,0.17,1,0,1
5090,51 or higher,11-20 years,1,1,0,1,26,-112,0,-236.55,TORONTO,0,0,,821-860,2,4,Platinum,"1,943.14",51.015,0,-112.34,0.19,0,0,0
5091,31-50,21-30 years,1,1,0,1,63,1139,0,5912.8,ETOBICOKE,1,0,0,861 or higher,3,4,Platinum,"2,769.68",4767.385,0,5681.62,0.16,1,1,0
5092,31-50,21-30 years,1,1,1,1,-476,43,-1350,1631.15,TORONTO,1,1,0,861 or higher,3,4,Platinum,"3,936.32",2188.905,6893.795,1021.67,0.19,1,0,1
5093,31-50,21-30 years,1,1,1,1,-123,-118,2798,-619.4,ETOBICOKE,1,1,25,821-860,3,4,Platinum,"3,038.95",4876.695,89206.8,-117.64,0.17,1,0,1
5094,30 or under,10 years or under,1,1,1,1,1422,-130,1002,2659.05,ETOBICOKE,0,0,,781-820,3,4,Platinum,0.03,141.31,31951.88,-112.34,0.18,0,1,1
5095,30 or under,10 years or under,1,1,1,1,52,738,3783,726.75,TORONTO,1,0,100,861 or higher,3,4,Platinum,"1,436.32",8197.09,27802.495,3765.03,0.18,1,1,1
5096,31-50,11-20 years,1,1,1,1,127,1187,-2692,2328.45,TORONTO,1,1,,661-700,3,4,Bronze,"2,491.65",4742.36,56469.95,-224.68,0.17,1,1,1
5097,31-50,11-20 years,1,1,1,1,461,-118,1716,1477.25,SCARBOROUGH,1,0,,861 or higher,3,3,Platinum,"3,563.63",59.74,11673.63,-112.34,0.17,1,0,1
5098,31-50,21-30 years,1,1,1,0,41,1412,2497,0,TORONTO,1,1,-50,661-700,3,3,Platinum,"2,354.99",2169.1,59126.91,0,0.19,1,1,1
5099,31-50,21-30 years,1,1,0,1,-257,1070,0,1017.45,BEACHES,1,0,,701-740,3,4,Gold,"1,287.64",8197.09,0,-230.48,0.21,1,0,1
5100,30 or under,11-20 years,1,0,1,1,-123,0,-42,407.55,ETOBICOKE,1,1,,701-740,3,4,Gold,"2,661.06",39.02,17499.445,-114.835,0.18,1,1,1
5101,51 or higher,21-30 years,1,0,0,0,257,0,0,0,RICHMOND HILL,1,0,,781-820,2,3,Silver,0.03,0,0,0,0.13,1,1,0
5102,31-50,21-30 years,1,1,0,1,-118,2335,0,1720.45,TORONTO,1,1,,561-660,2,3,Bronze,"2,688.89",6394.09,0,-112.34,0.22,1,1,1
5103,51 or higher,11-20 years,1,1,1,0,-4,135,689,0,SCARBOROUGH,1,1,17,701-740,4,4,Platinum,"3,367.70",122.19,29195.91,1235.075,0.18,1,0,0
5104,51 or higher,11-20 years,1,1,0,0,-84,-100,0,0,TORONTO,1,0,-100,741-780,3,2,Silver,217.37,6.15,0,-112.34,0.16,1,0,0
5105,51 or higher,11-20 years,1,1,1,1,-153,3066,2064,3029.55,NORTH YORK,1,1,,701-740,2,3,Bronze,"4,102.89",9640.99,14285.415,-224.68,0.19,1,0,0
5106,31-50,30 years or higher,1,1,0,1,-314,820,0,1514.3,OAKVILLE,1,1,0,741-780,3,3,Platinum,"2,248.74",4393.81,0,-112.34,0.18,1,1,0
5107,31-50,11-20 years,1,1,0,1,300,285,0,-185.25,TORONTO,1,1,,781-820,3,4,Platinum,701.64,2145.515,0,-112.34,0.15,1,0,1
5108,30 or under,10 years or under,0,1,1,1,0,-89,3601,-194.75,SCARBOROUGH,1,0,,821-860,2,4,Platinum,0,6.145,23130.07,-112.34,0.16,1,1,1
5109,31-50,11-20 years,1,1,1,1,-113,2493,2546,-685.9,SCARBOROUGH,1,1,,781-820,3,4,Platinum,"2,571.05",789.52,34162.815,-4.92,0.16,1,1,0
5110,30 or under,10 years or under,1,1,1,1,-210,1093,0,3216.7,RICHMOND HILL,1,0,,741-780,2,4,Platinum,"2,262.94",5487.265,13911.1,-112.34,0.17,1,0,1
5111,51 or higher,11-20 years,1,1,1,1,-310,-302,5620,3700.25,ETOBICOKE,1,0,,821-860,3,4,Platinum,"1,618.86",9.055,42146.425,3968.215,0.19,1,0,0
5112,30 or under,10 years or under,0,1,1,1,0,2245,1172,-11819.9,TORONTO,0,0,,561-660,2,4,Gold,0,7521.11,24320.17,1281.695,0.17,0,0,1
5113,30 or under,10 years or under,1,1,1,1,16,2454,2454,1907.6,BEACHES,1,1,,661-700,3,4,Bronze,"3,450.14",7152.985,13723.505,-224.68,0.2,1,1,1
5114,51 or higher,21-30 years,1,1,0,1,-64,117,0,846.45,ETOBICOKE,1,0,100,741-780,3,4,Gold,"2,842.65",2057.43,0,2541.205,0.17,1,0,0
5115,31-50,11-20 years,1,1,1,1,42,759,1756,769.5,TORONTO,1,1,67,861 or higher,3,4,Platinum,"2,866.03",637.56,10996.86,1391.025,0.18,1,1,0
5116,31-50,11-20 years,1,1,1,1,400,-291,-166,254.6,TORONTO,1,1,,861 or higher,4,4,Platinum,"3,765.19",17.16,2391.85,2742.39,0.18,1,1,0
5117,31-50,11-20 years,1,0,1,1,-242,0,-2504,35463.5,ETOBICOKE,0,0,,821-860,2,4,Platinum,26.96,0,33433.24,12097.74,0.14,0,1,0
5118,51 or higher,30 years or higher,1,1,1,1,62,161,-494,1082.05,TORONTO,1,1,100,821-860,3,4,Platinum,"3,731.14",6705.335,174.33,1403.1,0.16,1,1,0
5119,31-50,21-30 years,0,0,1,1,0,0,2709,4311.1,SCARBOROUGH,1,0,100,701-740,3,4,Platinum,0,0,86621.905,-112.34,0.18,1,1,0
5120,30 or under,11-20 years,1,1,1,1,105,63,738,41.8,SCARBOROUGH,1,1,33,861 or higher,3,4,Platinum,"4,264.18",1333.345,15321.215,-112.34,0.18,1,1,1
5121,31-50,11-20 years,1,1,0,1,-663,3457,0,2347.45,BEACHES,1,1,100,661-700,4,4,Gold,"1,148.68",9888.195,0,-112.34,0.23,1,0,1
5122,51 or higher,21-30 years,1,1,0,1,319,235,0,-80.75,NORTH YORK,1,0,0,821-860,3,4,Platinum,"1,315.91",1652.605,0,-112.34,0.18,1,1,0
5123,51 or higher,11-20 years,1,1,0,0,1046,-165,0,0,ETOBICOKE,1,1,100,821-860,3,4,Platinum,"1,870.04",201.255,0,0,0.16,1,0,0
5124,30 or under,10 years or under,1,1,1,1,-49,1436,-2138,-637.45,TORONTO,1,1,100,741-780,3,4,Platinum,"2,815.78",3.91,21403.25,-228.16,0.18,1,1,1
5125,51 or higher,30 years or higher,1,1,0,0,-103,160,0,0,TORONTO,1,0,100,781-820,2,3,Platinum,0,2402.065,0,0,0.16,1,0,0
5126,31-50,11-20 years,1,1,0,1,-121,-23,0,-4.75,TORONTO,1,0,,861 or higher,3,4,Platinum,"2,717.30",6919.42,0,-112.34,0.17,1,0,0
5127,30 or under,10 years or under,1,1,1,1,-226,-56,879,715.35,SCARBOROUGH,1,1,,821-860,3,4,Platinum,"4,994.41",-13.8,18342.12,-224.68,0.18,1,0,1
5128,30 or under,10 years or under,1,1,1,1,297,569,1943,-270.75,BEACHES,1,1,,861 or higher,2,4,Platinum,"3,363.93",17.945,14333.875,-112.34,0.17,1,0,1
5129,51 or higher,11-20 years,1,1,1,1,-190,1266,2432,664.05,ETOBICOKE,1,0,78,861 or higher,3,4,Platinum,"2,358.05",282.475,14229.18,-224.68,0.17,1,1,0
5130,30 or under,10 years or under,1,1,1,1,-86,376,3219,-104.5,BEACHES,1,0,0,821-860,3,4,Platinum,"3,741.25",1506.87,41738.67,-112.34,0.18,1,0,1
5131,31-50,11-20 years,1,1,0,1,-127,-137,0,895.85,TORONTO,1,1,67,861 or higher,4,3,Platinum,852.74,127.01,28781.7,-112.34,0.16,1,1,0
5132,51 or higher,11-20 years,1,0,0,1,-15,0,0,20553.25,BEACHES,1,0,100,861 or higher,2,4,Platinum,881.51,0,0,9215.135,0.15,1,0,0
5133,30 or under,10 years or under,1,1,1,1,764,-311,1183,93.1,TORONTO,1,0,,861 or higher,3,4,Platinum,65.59,8419.165,7325.59,1619.695,0.19,1,1,1
5134,51 or higher,30 years or higher,1,1,0,1,2169,-105,0,1510.5,SCARBOROUGH,0,1,,781-820,2,3,Platinum,"2,395.37",2.985,0,-224.68,0.18,0,1,0
5135,31-50,11-20 years,1,1,0,1,24,3967,0,176.7,OAKVILLE,1,0,,821-860,3,4,Platinum,"3,199.28",7303.63,0,-112.34,0.18,1,1,1
5136,51 or higher,11-20 years,1,1,0,0,71,-2,0,0,TORONTO,1,1,40,821-860,2,3,Silver,280.04,157.125,0,0,0.16,1,0,0
5137,31-50,11-20 years,1,1,1,1,-160,266,-1376,3518.8,BEACHES,1,1,,821-860,3,4,Platinum,"3,854.41",402.775,6918.175,2436.29,0.17,1,1,1
5138,31-50,11-20 years,0,1,0,1,0,4551,0,-105.45,TORONTO,1,0,,741-780,2,4,Platinum,0,9084.29,0,-112.34,0.17,1,0,1
5139,51 or higher,11-20 years,1,1,0,0,69,539,0,0,TORONTO,1,0,,661-700,3,2,Silver,234.58,721.985,0,0,0.18,1,0,0
5140,30 or under,10 years or under,1,1,1,1,-66,978,274,-309.7,TORONTO,1,1,0,821-860,3,4,Platinum,"3,426.30",5987.21,13121.385,118.655,0.18,1,1,1
5141,51 or higher,11-20 years,1,1,1,1,-214,816,0,3067.55,ETOBICOKE,1,1,0,741-780,3,4,Gold,"2,941.42",1477.465,34259.28,-224.68,0.19,1,1,0
5142,31-50,11-20 years,1,1,0,0,-83,2616,0,0,TORONTO,1,1,,701-740,3,2,Bronze,"2,500.41",10788.88,0,0,0.2,1,0,1
5143,31-50,11-20 years,1,1,1,1,-257,771,548,1836.35,TORONTO,1,1,,741-780,2,3,Gold,"3,459.93",3320.6,7242.91,-112.34,0.19,1,0,1
5144,51 or higher,11-20 years,1,1,0,0,625,387,0,0,BEACHES,1,0,,781-820,3,4,Platinum,305.72,2408.215,0,0,0.15,1,1,0
5145,31-50,21-30 years,1,1,1,1,-105,5280,6297,-104.5,BEACHES,0,1,,781-820,3,4,Platinum,"2,634.12",1359.255,62787.43,-112.34,0.18,0,1,1
5146,51 or higher,30 years or higher,1,0,0,1,406,0,0,-208.05,ETOBICOKE,1,0,,821-860,2,4,Platinum,761.69,402.49,0,-112.34,0.13,1,0,0
5147,51 or higher,11-20 years,1,0,0,0,1145,0,0,0,TORONTO,0,0,100,741-780,2,2,Bronze,823.25,0,0,0,0.14,0,1,0
5148,30 or under,11-20 years,1,1,1,1,423,161,1400,-419.9,TORONTO,0,1,,861 or higher,3,4,Platinum,"5,336.53",3064.59,24822.555,-8.875,0.17,0,1,1
5149,31-50,11-20 years,1,1,1,1,-170,55,-773,1630.2,TORONTO,1,1,,821-860,3,4,Platinum,"3,887.28",129.82,6242.105,-112.34,0.18,1,1,0
5150,30 or under,10 years or under,1,1,1,1,-135,-188,347,1113.4,TORONTO,1,1,0,661-700,3,4,Gold,970.98,1908.025,71008.875,1339.995,0.17,1,0,1
5151,51 or higher,11-20 years,1,1,1,1,16,-64,-481,1243.55,TORONTO,1,1,-100,861 or higher,3,3,Platinum,"3,456.09",453.35,8526.425,-224.68,0.19,1,0,0
5152,51 or higher,11-20 years,1,1,0,1,-90,1511,0,8333.4,TORONTO,1,1,0,741-780,3,3,Gold,"2,992.50",7044.305,0,3352.525,0.17,1,1,0
5153,51 or higher,11-20 years,1,1,1,1,-212,-144,1534,4725.3,TORONTO,0,1,,741-780,2,3,Platinum,"2,439.85",0,4170.325,2081.955,0.18,0,1,0
5154,31-50,11-20 years,1,1,0,1,89,-32,0,2041.55,TORONTO,1,1,,821-860,3,4,Gold,"3,396.02",865.545,0,-112.34,0.19,1,0,1
5155,51 or higher,30 years or higher,1,0,1,1,169,0,52,12807.9,BEACHES,0,0,,861 or higher,2,4,Platinum,"2,847.74",0,11311.27,3807.21,0.14,0,1,0
5156,51 or higher,11-20 years,1,1,1,1,-201,482,109,1182.75,OAKVILLE,1,0,100,661-700,3,2,Silver,"1,727.75",8197.09,10520.855,837.58,0.17,1,1,0
5157,30 or under,10 years or under,1,1,1,1,522,167,3113,3034.3,BEACHES,1,1,0,821-860,3,4,Platinum,"3,641.04",984.745,22937.795,3696.055,0.17,1,1,1
5158,31-50,21-30 years,1,1,1,1,286,932,-96,1540.9,TORONTO,1,0,,741-780,2,4,Gold,670.84,464.89,5983,4040.765,0.19,1,1,0
5159,51 or higher,30 years or higher,1,0,0,1,17,0,0,871.15,SCARBOROUGH,1,0,0,701-740,3,4,Bronze,"2,742.22",0,0,-112.34,0.16,1,0,0
5160,30 or under,10 years or under,1,1,1,1,-380,570,-1241,523.45,RICHMOND HILL,1,0,100,560 or lower,3,3,Gold,"3,289.10",3745.705,14158.81,-112.34,0.2,1,0,1
5161,30 or under,10 years or under,1,0,1,1,-163,0,107,4843.1,ETOBICOKE,0,0,,741-780,2,4,Platinum,"1,795.31",0,28178.985,7187.715,0.17,0,0,1
5162,30 or under,11-20 years,1,1,1,1,-54,-227,3708,72.2,SCARBOROUGH,1,1,,821-860,3,3,Platinum,"2,571.15",868.265,31785.335,-112.34,0.15,1,1,1
5163,31-50,11-20 years,1,1,1,1,-38,143,-1409,3091.3,TORONTO,1,1,100,861 or higher,4,4,Platinum,"2,724.45",9437.38,32001.34,3123.265,0.23,1,1,1
5164,51 or higher,21-30 years,0,1,1,1,0,1897,1398,3739.2,TORONTO,0,0,0,701-740,2,4,Gold,0,329.295,65495.55,1297.435,0.17,0,0,0
5165,51 or higher,21-30 years,1,1,1,1,137,-110,-27,1471.55,TORONTO,0,0,100,781-820,3,4,Platinum,"7,358.43",4.74,27627.35,-224.68,0.18,0,1,0
5166,31-50,11-20 years,1,1,0,1,66,-107,0,2039.65,BEACHES,1,0,,861 or higher,2,4,Platinum,"3,205.48",88.425,0,-112.34,0.19,1,0,1
5167,31-50,11-20 years,1,0,1,1,-51,0,-29,-463.6,SCARBOROUGH,1,0,,741-780,2,3,Silver,"1,762.34",0,15492.505,-112.34,0.19,1,1,1
5168,51 or higher,11-20 years,1,1,0,1,49,2232,0,2293.3,BEACHES,1,1,0,741-780,4,4,Silver,"3,395.89",7851.11,0,-112.34,0.17,1,1,0
5169,31-50,11-20 years,1,1,0,0,177,45,0,0,ETOBICOKE,1,0,,821-860,3,2,Platinum,"3,668.60",2306.105,0,-112.34,0.18,1,0,0
5170,31-50,11-20 years,1,1,1,1,1177,125,1824,-209.95,ETOBICOKE,1,0,-67,861 or higher,3,4,Platinum,"2,626.80",839.055,111408.5,-224.68,0.17,1,1,0
5171,51 or higher,11-20 years,1,0,1,0,-142,0,-9,0,SCARBOROUGH,1,0,50,741-780,3,2,Gold,799.27,0,4459.8,0,0.16,1,1,0
5172,51 or higher,21-30 years,1,1,0,1,754,358,0,-214.7,BEACHES,1,1,0,821-860,3,4,Platinum,"1,596.91",137.68,0,-39.9,0.19,1,0,0
5173,31-50,11-20 years,1,1,0,1,-174,105,0,952.85,TORONTO,1,1,,821-860,3,4,Platinum,"2,532.41",105.88,0,-112.34,0.2,1,0,0
5174,51 or higher,11-20 years,1,1,0,1,10,-65,0,-104.5,TORONTO,0,0,,781-820,2,2,Silver,"1,111.86",5773.18,0,-112.34,0.17,0,1,0
5175,31-50,21-30 years,1,1,0,1,704,428,0,5627.8,BEACHES,1,1,50,781-820,3,4,Platinum,"2,952.39",3224.255,0,4638.415,0.17,1,1,1
5176,30 or under,10 years or under,1,1,1,1,-93,-363,-189,-741,NORTH YORK,1,1,0,861 or higher,3,4,Platinum,"3,573.65",323.335,13203.925,582.78,0.17,1,1,1
5177,30 or under,10 years or under,1,1,1,1,-230,1247,1337,1420.25,TORONTO,1,1,100,701-740,3,4,Platinum,"2,948.85",4511.385,31947.745,2251.265,0.18,1,0,1
5178,31-50,11-20 years,1,1,1,1,-311,1457,-588,1490.55,SCARBOROUGH,1,1,-33,701-740,3,3,Silver,"2,438.58",475.885,4794.575,-112.34,0.2,1,1,1
5179,30 or under,10 years or under,1,1,1,1,1568,-18,947,-181.45,SCARBOROUGH,0,1,,861 or higher,2,4,Platinum,"1,137.23",10977.265,32538.79,-112.34,0.15,0,0,1
5180,31-50,11-20 years,1,1,0,1,279,67,0,-104.5,NORTH YORK,1,1,-100,821-860,2,3,Platinum,"4,377.60",1892.2,0,-112.34,0.16,1,1,1
5181,51 or higher,11-20 years,1,1,1,1,359,358,-1668,-7.6,TORONTO,1,1,,861 or higher,3,4,Platinum,387.36,3683.345,9372.28,2447.21,0.16,1,1,0
5182,51 or higher,11-20 years,1,1,1,1,-122,82,-292,-395.2,TORONTO,0,1,,861 or higher,3,4,Platinum,"2,579.88",4012.74,87760.94,256.425,0.17,0,0,0
5183,30 or under,10 years or under,1,1,1,0,276,5,3848,0,RICHMOND HILL,1,0,,741-780,3,4,Platinum,"3,422.08",2325.785,29707.87,0,0.17,1,0,1
5184,51 or higher,11-20 years,1,1,1,1,-2,841,-79,-185.25,OAKVILLE,0,1,100,861 or higher,3,4,Platinum,"3,538.58",9250.93,2949.875,518.935,0.16,0,1,0
5185,31-50,11-20 years,1,1,0,1,41,301,0,1346.15,TORONTO,1,0,,741-780,2,2,Platinum,266.11,3329.115,0,-112.34,0.17,1,1,1
5186,30 or under,10 years or under,1,1,1,1,7,30,-160,-805.6,RICHMOND HILL,1,0,,701-740,3,3,Platinum,"2,253.85",402.635,29688.07,0.08,0.17,1,0,1
5187,31-50,21-30 years,1,1,1,1,-195,1914,7176,-164.35,TORONTO,1,1,100,781-820,3,4,Gold,"3,424.41",7357.585,67703.39,-112.34,0.19,1,1,0
5188,51 or higher,11-20 years,1,1,0,0,5782,98,0,0,TORONTO,1,0,-100,701-740,3,4,Gold,"2,482.59",1413.54,0,0,0.19,1,1,0
